date,price_proxy,commodity,price_source,price_source_detail,futures_price,futures_return
2002-08-31,2.38,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.38,0.11097850796204967
2002-09-30,2.47,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.47,0.03711766295650254
2002-10-31,2.34,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.34,-0.054067221270275856
2002-11-30,2.28,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.28,-0.02597548640326064
2002-12-31,2.32,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.32,0.017391742711869163
2003-01-31,2.33,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.33,0.004301081899390713
2003-02-28,2.34,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.34,0.004282661792000764
2003-03-31,2.33,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.33,-0.004282661792000764
2003-04-30,2.34,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.34,0.004282661792000764
2003-05-31,2.38,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.38,0.016949558313773316
2003-06-30,2.34,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.34,-0.016949558313773316
2003-07-31,2.17,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.17,-0.07542376181724186
2003-08-31,2.15,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.15,-0.009259325412796726
2003-09-30,2.2,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.2,0.022989518224698857
2003-10-31,2.12,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.12,-0.0370412716803491
2003-11-30,2.2,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.2,0.0370412716803491
2003-12-31,2.31,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.31,0.04879016416943194
2004-01-31,2.39,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.39,0.034045841409717115
2004-02-29,2.61,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.61,0.08805685539118269
2004-03-31,2.75,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.75,0.05225069034387786
2004-04-30,2.89,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.89,0.049655590445860875
2004-05-31,2.87,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.87,-0.0069444723528109265
2004-06-30,2.79,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.79,-0.028270433938255568
2004-07-31,2.51,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.51,-0.1057588426895818
2004-08-31,2.34,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.34,-0.07013182377408245
2004-09-30,2.2,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.2,-0.06169356900533973
2004-10-31,32.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,32.0,2.6772785424354564
2004-11-30,30.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,30.0,-0.06453852113757108
2004-12-31,2.04,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.04,-2.6882475738060303
2005-01-31,2.12,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.12,0.03846628082779613
2005-02-28,1.95,corn,USDA_NASS_PRICE_RECEIVED,CORN,1.95,-0.08358671610826574
2005-03-31,30.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,30.0,2.7333680090865
2005-04-30,29.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,29.0,-0.03390155167568132
2005-05-31,29.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,29.0,0.0
2005-06-30,29.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,29.0,0.0
2005-07-31,30.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,30.0,0.03390155167568132
2005-08-31,1.95,corn,USDA_NASS_PRICE_RECEIVED,CORN,1.95,-2.7333680090865
2005-09-30,1.9,corn,USDA_NASS_PRICE_RECEIVED,CORN,1.9,-0.02597548640326075
2005-10-31,26.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,26.0,2.6162426518490873
2005-11-30,1.77,corn,USDA_NASS_PRICE_RECEIVED,CORN,1.77,-2.6871169914357442
2005-12-31,27.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,27.0,2.724857319418591
2006-01-31,26.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,26.0,-0.03774032798284699
2006-02-28,26.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,26.0,0.0
2006-03-31,2.06,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.06,-2.5353905552199922
2006-04-30,27.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,27.0,2.5731308832028392
2006-05-31,28.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,28.0,0.03636764417087468
2006-06-30,2.14,corn,USDA_NASS_PRICE_RECEIVED,CORN,2.14,-2.5713986811414435
2006-07-31,27.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,27.0,2.535031036970569
2006-08-31,27.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,27.0,0.0
2006-09-30,28.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,28.0,0.03636764417087468
2006-10-31,33.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,33.0,0.16430305129127643
2006-11-30,37.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,37.0,0.11441035117774412
2006-12-31,3.01,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.01,-2.5089778338834403
2007-01-31,3.05,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.05,0.01320151185853602
2007-02-28,3.44,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.44,0.12032988076598672
2007-03-31,3.43,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.43,-0.0029112102074584367
2007-04-30,3.39,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.39,-0.01173033978548954
2007-05-31,3.49,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.49,0.02907181482197685
2007-06-30,44.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,44.0,2.5342878977039254
2007-07-31,3.32,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.32,-2.584224850989864
2007-08-31,3.26,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.26,-0.018237587549780887
2007-09-30,3.28,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.28,0.006116227017436193
2007-10-31,3.29,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.29,0.0030441423812281876
2007-11-30,3.44,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.44,0.04458390660802647
2007-12-31,3.77,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.77,0.0916035300746123
2008-01-31,53.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,53.0,2.6432169120922024
2008-02-29,59.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,59.0,0.10724553035359774
2008-03-31,60.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,60.0,0.01680711831638071
2008-04-30,63.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,63.0,0.04879016416943216
2008-05-31,5.27,corn,USDA_NASS_PRICE_RECEIVED,CORN,5.27,-2.481104363838262
2008-06-30,64.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,64.0,2.496852720806401
2008-07-31,61.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,61.0,-0.04800921918636014
2008-08-31,60.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,60.0,-0.01652930195121094
2008-09-30,58.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,58.0,-0.03390155167568132
2008-10-31,4.37,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.37,-2.58568000143892
2008-11-30,4.26,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.26,-0.025493848826219745
2008-12-31,52.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,52.0,2.5019745583001485
2009-01-31,4.36,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.36,-2.4787716612204846
2009-02-28,3.87,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.87,-0.11921755031925274
2009-03-31,3.85,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.85,-0.005181358741997544
2009-04-30,46.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,46.0,2.4805682481894022
2009-05-31,3.96,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.96,-2.452397371222706
2009-06-30,47.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,47.0,2.473903576443669
2009-07-31,43.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,43.0,-0.08894748601649605
2009-08-31,40.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,40.0,-0.07232066157962613
2009-09-30,3.25,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.25,-2.5102244577722903
2009-10-31,3.61,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.61,0.10505277600314344
2009-11-30,3.65,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.65,0.011019395249610486
2009-12-31,43.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,43.0,2.4664729480991623
2010-01-31,3.66,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.66,-2.4637369682802874
2010-02-28,3.55,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.55,-0.030515543925950572
2010-03-31,3.55,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.55,0.0
2010-04-30,3.41,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.41,-0.04023531219189902
2010-05-31,3.48,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.48,0.020320002490957556
2010-06-30,3.41,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.41,-0.020320002490957556
2010-07-31,3.49,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.49,0.023189444918910507
2010-08-31,40.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,40.0,2.4389777178996006
2010-09-30,45.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,45.0,0.11778303565638337
2010-10-31,4.32,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.32,-2.3434070875143007
2010-11-30,4.55,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.55,0.051871830706840205
2010-12-31,4.82,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.82,0.057646695099649925
2011-01-31,4.94,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.94,0.02459140313732222
2011-02-28,5.65,corn,USDA_NASS_PRICE_RECEIVED,CORN,5.65,0.13429021395851848
2011-03-31,54.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,54.0,2.257328501405925
2011-04-30,6.36,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.36,-2.138955669212244
2011-05-31,61.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,61.0,2.260845486821281
2011-06-30,6.38,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.38,-2.257705766816613
2011-07-31,60.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,60.0,2.241176464865402
2011-08-31,66.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,66.0,0.09531017980432477
2011-09-30,6.38,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.38,-2.3364866446697268
2011-10-31,55.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,55.0,2.1541650878757728
2011-11-30,5.83,corn,USDA_NASS_PRICE_RECEIVED,CORN,5.83,-2.24431618487007
2011-12-31,56.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,56.0,2.2623346903727484
2012-01-31,53.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,53.0,-0.05505977718302768
2012-02-29,55.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,55.0,0.03704127168034921
2012-03-31,55.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,55.0,0.0
2012-04-30,54.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,54.0,-0.018349138668196652
2012-05-31,6.34,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.34,-2.1421052781151397
2012-06-30,54.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,54.0,2.1421052781151397
2012-07-31,7.14,corn,USDA_NASS_PRICE_RECEIVED,CORN,7.14,-2.0232712702127813
2012-08-31,7.63,corn,USDA_NASS_PRICE_RECEIVED,CORN,7.63,0.06637506894487255
2012-09-30,6.89,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.89,-0.10201676027079842
2012-10-31,6.78,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.78,-0.01609398307326293
2012-11-30,7.01,corn,USDA_NASS_PRICE_RECEIVED,CORN,7.01,0.03336059909419453
2012-12-31,57.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,57.0,2.0957135667880515
2013-01-31,54.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,54.0,-0.054067221270275745
2013-02-28,7.04,corn,USDA_NASS_PRICE_RECEIVED,CORN,7.04,-2.0373758763943233
2013-03-31,56.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,56.0,2.0737435205651984
2013-04-30,6.97,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.97,-2.0837364659627173
2013-05-31,6.97,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.97,0.0
2013-06-30,54.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,54.0,2.047368821791842
2013-07-31,53.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,53.0,-0.018692133012152556
2013-08-31,6.21,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.21,-2.1441310176067345
2013-09-30,5.4,corn,USDA_NASS_PRICE_RECEIVED,CORN,5.4,-0.1397619423751586
2013-10-31,4.63,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.63,-0.1538420854720861
2013-11-30,4.37,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.37,-0.05779385899064393
2013-12-31,36.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,36.0,2.108755929348611
2014-01-31,4.42,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.42,-2.097379242366503
2014-02-28,34.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,34.0,2.0402208285265546
2014-03-31,4.52,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.52,-2.0178485307720218
2014-04-30,4.71,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.71,0.041175914184186535
2014-05-31,35.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,35.0,2.005660153461087
2014-06-30,4.5,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.5,-2.0512706647131393
2014-07-31,4.06,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.06,-0.10289442316263298
2014-08-31,27.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,27.0,1.894653892390688
2014-09-30,3.49,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.49,-2.045935129789993
2014-10-31,26.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,26.0,2.0081948018071465
2014-11-30,3.6,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.6,-1.977162692559418
2014-12-31,3.79,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.79,0.051432173632270706
2015-01-31,3.82,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.82,0.007884403524148764
2015-02-28,3.79,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.79,-0.007884403524148764
2015-03-31,29.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,29.0,2.034929810892139
2015-04-30,3.75,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.75,-2.045539990004155
2015-05-31,28.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,28.0,2.0104486701928845
2015-06-30,27.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,27.0,-0.03636764417087468
2015-07-31,29.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,29.0,0.07145896398214502
2015-08-31,3.68,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.68,-2.0643830778056342
2015-09-30,3.68,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.68,0.0
2015-10-31,28.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,28.0,2.029291757994364
2015-11-30,28.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,28.0,0.0
2015-12-31,29.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,29.0,0.03509131981127034
2016-01-31,28.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,28.0,-0.03509131981127034
2016-02-29,3.58,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.58,-2.056841709762595
2016-03-31,27.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,27.0,2.02047406559172
2016-04-30,27.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,27.0,0.0
2016-05-31,3.68,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.68,-1.9929241138234894
2016-06-30,3.82,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.82,0.03733767043764402
2016-07-31,3.6,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.6,-0.05931657715641947
2016-08-31,3.21,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.21,-0.11466290832013981
2016-09-30,25.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,25.0,2.052604887726276
2016-10-31,26.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,26.0,0.03922071315328157
2016-11-30,26.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,26.0,0.0
2016-12-31,3.32,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.32,-2.0581317550930853
2017-01-31,3.4,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.4,0.023810648693718628
2017-02-28,26.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,26.0,2.0343211063993665
2017-03-31,3.49,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.49,-2.0081948018071465
2017-04-30,3.43,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.43,-0.017341475036487308
2017-05-31,3.45,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.45,0.005813969865419821
2017-06-30,3.43,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.43,-0.005813969865419821
2017-07-31,3.49,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.49,0.017341475036487308
2017-08-31,25.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,25.0,1.9689740886538647
2017-09-30,25.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,25.0,0.0
2017-10-31,25.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,25.0,0.0
2017-11-30,3.15,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.15,-2.071473372030659
2017-12-31,24.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,24.0,2.030651377510404
2018-01-31,25.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,25.0,0.04082199452025481
2018-02-28,3.38,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.38,-2.001000115373273
2018-03-31,27.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,27.0,2.077961156509402
2018-04-30,3.58,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.58,-2.02047406559172
2018-05-31,3.68,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.68,0.027549951768230718
2018-06-30,27.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,27.0,1.9929241138234894
2018-07-31,3.47,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.47,-2.051682272045561
2018-08-31,3.36,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.36,-0.03221361998365513
2018-09-30,26.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,26.0,2.0461555640463693
2018-10-31,26.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,26.0,0.0
2018-11-30,3.41,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.41,-2.0313842467260566
2018-12-31,3.54,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.54,0.03741443585025772
2019-01-31,3.56,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.56,0.005633817718255996
2019-02-28,3.6,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.6,0.011173300598125158
2019-03-31,3.61,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.61,0.002773926882725375
2019-04-30,27.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,27.0,2.0121290936595395
2019-05-31,28.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,28.0,0.03636764417087468
2019-06-30,3.98,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.98,-1.9509226908788575
2019-07-31,32.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,32.0,2.0844540835033802
2019-08-31,30.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,30.0,-0.06453852113757108
2019-09-30,3.8,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.8,-2.0661963149298153
2019-10-31,3.85,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.85,0.013072081567352845
2019-11-30,3.68,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.68,-0.04516039611885314
2019-12-31,28.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,28.0,2.029291757994364
2020-01-31,29.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,29.0,0.03509131981127034
2020-02-29,29.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,29.0,0.0
2020-03-31,29.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,29.0,0.0
2020-04-30,3.29,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.29,-2.1764082652091936
2020-05-31,3.2,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.2,-0.027736754971599664
2020-06-30,25.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,25.0,2.05572501506252
2020-07-31,25.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,25.0,0.0
2020-08-31,24.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,24.0,-0.04082199452025481
2020-09-30,3.41,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.41,-1.9513415390525204
2020-10-31,28.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,28.0,2.105492218879778
2020-11-30,29.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,29.0,0.03509131981127034
2020-12-31,30.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,30.0,0.03390155167568132
2021-01-31,4.24,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.24,-1.956634112418289
2021-02-28,36.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,36.0,2.1389556692122436
2021-03-31,38.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,38.0,0.054067221270275745
2021-04-30,41.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,41.0,0.07598590697792229
2021-05-31,5.91,corn,USDA_NASS_PRICE_RECEIVED,CORN,5.91,-1.936926235286301
2021-06-30,6.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.0,0.015113637810048042
2021-07-31,6.12,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.12,0.019802627296179764
2021-08-31,6.32,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.32,0.03215711163453139
2021-09-30,41.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,41.0,1.8698528585455418
2021-10-31,5.02,corn,USDA_NASS_PRICE_RECEIVED,CORN,5.02,-2.10014213300067
2021-11-30,39.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,39.0,2.0501317124260083
2021-12-31,40.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,40.0,0.025317807984289953
2022-01-31,41.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,41.0,0.0246926125903717
2022-02-28,6.09,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.09,-1.9069239849825024
2022-03-31,6.56,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.56,0.07434252123419194
2022-04-30,48.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,48.0,1.9902104079518936
2022-05-31,7.26,corn,USDA_NASS_PRICE_RECEIVED,CORN,7.26,-1.8888211820711864
2022-06-30,50.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,50.0,1.9296431765914412
2022-07-31,48.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,48.0,-0.04082199452025481
2022-08-31,7.24,corn,USDA_NASS_PRICE_RECEIVED,CORN,7.24,-1.891579804510266
2022-09-30,7.09,corn,USDA_NASS_PRICE_RECEIVED,CORN,7.09,-0.020935865853588975
2022-10-31,6.49,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.49,-0.08842280982803752
2022-11-30,6.49,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.49,0.0
2022-12-31,6.58,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.58,0.013772214621227352
2023-01-31,6.63,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.63,0.007570058860545181
2023-02-28,6.8,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.8,0.025317807984289953
2023-03-31,6.67,corn,USDA_NASS_PRICE_RECEIVED,CORN,6.67,-0.01930275225452882
2023-04-30,44.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,44.0,1.8865697739907288
2023-05-31,43.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,43.0,-0.022989518224698635
2023-06-30,42.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,42.0,-0.023530497410193973
2023-07-31,41.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,41.0,-0.02409755157906046
2023-08-31,38.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,38.0,-0.07598590697792229
2023-09-30,5.21,corn,USDA_NASS_PRICE_RECEIVED,CORN,5.21,-1.98700630396111
2023-10-31,4.93,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.93,-0.05524086771067682
2023-11-30,4.66,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.66,-0.056323539917044085
2023-12-31,4.8,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.8,0.029600469776290605
2024-01-31,4.74,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.74,-0.01257878220686015
2024-02-29,4.36,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.36,-0.08356507834604199
2024-03-31,29.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,29.0,1.894823772625531
2024-04-30,29.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,29.0,0.0
2024-05-31,30.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,30.0,0.03390155167568132
2024-06-30,30.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,30.0,0.0
2024-07-31,28.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,28.0,-0.06899287148695166
2024-08-31,3.84,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.84,-1.9867321435755683
2024-09-30,3.97,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.97,0.033293728099463626
2024-10-31,3.99,corn,USDA_NASS_PRICE_RECEIVED,CORN,3.99,0.005025136202672975
2024-11-30,4.07,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.07,0.01985176855273152
2024-12-31,28.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,28.0,1.9285615107207001
2025-01-31,4.29,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.29,-1.8759177772352782
2025-02-28,29.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,29.0,1.9110090970465485
2025-03-31,29.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,29.0,0.0
2025-04-30,4.62,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.62,-1.8369011248928266
2025-05-31,4.64,corn,USDA_NASS_PRICE_RECEIVED,CORN,4.64,0.004319661144516429
